"year","age","age_cat","race","pop","pop_std","unit_w","opioid_rate","drug_rate","nonopioid_rate","opium_rate","heroin_rate","natural_rate","methadone_rate","synth_rate","other_op_rate","unspec_op_rate","nonh_nonm_rate","opioid_var","drug_var","nonopioid_var","opium_var","heroin_var","natural_var","methadone_var","synth_var","other_op_var","unspec_op_var","nonh_nonm_var"
1979,0,"0-4","black",2402389,18986520,0.0691339919673788,0.124875696650293,1.12388126985263,0.999005573202342,0,0.0416252322167642,0,0.0416252322167642,0,0.0416252322167642,0,0.0416252322167642,0.00519797987129864,0.0467818188416878,0.0415838389703891,0,0.00173265995709955,0,0.00173265995709955,0,0.00173265995709955,0,0.00173265995709955
1979,5,"5-9","white",14000412,19919840,0.0725324102864281,0.00714264694496133,0.064283822504652,0.0571411755596907,0,0,0,0.00714264694496133,0,0,0,0,5.10174053803655e-05,0.000459156648423289,0.000408139243042924,0,0,0,5.10174053803655e-05,0,0,0,0
1979,5,"5-9","black",2528607,19919840,0.0725324102864281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,10,"10-14","white",15323494,20056779,0.0730310345591237,0.0130518535785637,0.123992608996356,0.110940755417792,0,0,0,0.00652592678928187,0,0,0.00652592678928187,0.00652592678928187,8.51754409181335e-05,0.000809166688722269,0.000723991247804135,0,0,0,4.25877204590668e-05,0,0,4.25877204590668e-05,4.25877204590668e-05
1979,10,"10-14","black",2708838,20056779,0.0730310345591237,0,0.295329584124263,0.295329584124263,0,0,0,0,0,0,0,0,0,0.0109024454073763,0.0109024454073763,0,0,0,0,0,0,0,0
1979,15,"15-19","white",17947108,19819518,0.0721671163651538,0.195017492511885,1.59914343859746,1.40412594608558,0,0.0835789253622366,0,0.00557192835748244,0,0.0111438567149649,0.0947227820772015,0.105866638792166,0.00108662349673209,0.00891031267320317,0.00782368917647108,0,0.000465695784313755,0,3.1046385620917e-05,0,6.2092771241834e-05,0.000527788555555589,0.000589881326797423
1979,15,"15-19","black",3009843,19819518,0.0721671163651538,0.166121621626111,1.196075675708,1.02995405408189,0,0.0664486486504446,0,0,0,0,0.0996729729756668,0.0996729729756668,0.00551927863433779,0.039738806167232,0.0342195275328943,0,0.00220771145373511,0,0,0,0,0.00331156718060267,0.00331156718060267
1979,20,"20-24","white",18095454,18257225,0.0664784724371095,0.862094977003616,4.4762623805957,3.61416740359208,0,0.331574991155237,0,0.0221049994103491,0,0.0165787495577619,0.491836236880268,0.50841498643803,0.00476415223958247,0.024736944320909,0.0199727920813265,0,0.00183236624599326,0,0.000122157749732884,0,9.1618312299663e-05,0.00271800993155667,0.00280962824385633
1979,20,"20-24","black",2745527,18257225,0.0664784724371095,0.874149115998495,4.11578542115958,3.24163630516109,0,0.509920317665789,0,0,0,0,0.364228798332706,0.364228798332706,0.0318390282083729,0.149908757814423,0.11806972960605,0,0.0185727664548842,0,0,0,0,0.0132662617534887,0.0132662617534887
1979,25,"25-29","white",16441167,17722067,0.0645298473666238,1.19821178143863,6.2890912792261,5.09087949778747,0,0.486583464543606,0,0.0182468799203852,0,0.00608229330679507,0.687299143667843,0.693381436974638,0.00728787549836717,0.0382520977934602,0.030964222295093,0,0.00295954334959073,0,0.000110982875609652,0,3.69942918698841e-05,0.00418035498129691,0.00421734927316679
